address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
114 NW 114th Way,Gainesville,FL,32607,975000,6495.0,5.0,5.0,381,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/114-NW-114th-Way-Gainesville-FL-32607/2097882762_zpid/
10511 SW 17th Pl,Gainesville,FL,32607,549900,3477.0,4.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10511-SW-17th-Pl-Gainesville-FL-32607/42718426_zpid/
1419 SW 105th Ter,Gainesville,FL,32607,385000,2762.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1419-SW-105th-Ter-Gainesville-FL-32607/54478239_zpid/
8504 NW 2nd Pl,Gainesville,FL,32607,299900,2454.0,4.0,2.0,141,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8504-NW-2nd-Pl-Gainesville-FL-32607/42717692_zpid/
8524 SW 23rd Pl,Gainesville,FL,32607,385500,3159.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8524-SW-23rd-Pl-Gainesville-FL-32607/42718560_zpid/
8839 SW 14th Ave,Gainesville,FL,32607,515000,3307.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8839-SW-14th-Ave-Gainesville-FL-32607/81947886_zpid/
816 SW 91st St,Gainesville,FL,32607,359900,3110.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/816-SW-91st-St-Gainesville-FL-32607/42718248_zpid/
805 SW 41st St,Gainesville,FL,32607,329900,1971.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/805-SW-41st-St-Gainesville-FL-32607/42719951_zpid/
12146 SW 24th Ave,Gainesville,FL,32607,400000,2583.0,3.0,3.0,74,Make Me Move®,http://www.zillow.com/homes/for_sale//homedetails/12146-SW-24th-Ave-Gainesville-FL-32607/42698619_zpid/
122 NW 117th Way,Gainesville,FL,32607,799800,3950.0,4.0,4.0,34,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/122-NW-117th-Way-Gainesville-FL-32607/42697888_zpid/
312 NW 23rd St,Gainesville,FL,32607,749000,4037.0,5.0,5.0,108,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/312-NW-23rd-St-Gainesville-FL-32607/42715645_zpid/
9306 SW 1st Pl,Gainesville,FL,32607,325000,3258.0,4.0,2.5,165,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9306-SW-1st-Pl-Gainesville-FL-32607/42718167_zpid/
8777 SW 15th Ave,Gainesville,FL,32607,679827,4120.0,4.0,4.0,36,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8777-SW-15th-Ave-Gainesville-FL-32607/70606379_zpid/
433 NW 23rd St,Gainesville,FL,32607,749900,3538.0,4.0,5.5,141,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/433-NW-23rd-St-Gainesville-FL-32607/42715639_zpid/
114 NW 116th Way,Gainesville,FL,32607,825000,4415.0,4.0,5.0,47,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/114-NW-116th-Way-Gainesville-FL-32607/42697893_zpid/
1404 SW 109th Dr,Gainesville,FL,32607,759000,4529.0,5.0,4.0,122,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1404-SW-109th-Dr-Gainesville-FL-32607/82043996_zpid/
1212 SW 109th Dr,Gainesville,FL,32607,779900,4207.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/1212-SW-109th-Dr-Gainesville-FL-32607/103011270_zpid/
SW 55th Ter,Gainesville,FL,32607,NA,1106.0,2.0,1.0,65,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/222304039_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 122nd St,Gainesville,FL,32607,NA,2040.0,3.0,3.0,382,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/138067450_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 1st Ln,Gainesville,FL,32607,NA,2083.0,4.0,1.0,381,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/138067494_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 24TH Ave,GAINESVILLE,FL,32607,NA,5208.0,5.0,3.0,214,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/138099344_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 10th Pl,Gainesville,FL,32607,NA,1370.0,3.0,1.0,118,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/138099364_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 15th Pl,Gainesville,FL,32607,NA,2537.0,3.0,1.0,249,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/138099387_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 73rd St,Gainesville,FL,32607,NA,982.0,3.0,1.0,117,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/138099401_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 8th Ave # G42,Gainesville,FL,32607,NA,1070.0,2.0,1.0,130,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154097602_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 51st Way,Gainesville,FL,32607,NA,1250.0,2.0,1.0,23,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239955087_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 17th Pl,Gainesville,FL,32607,NA,1085.0,2.0,1.0,23,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/239955086_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NW 39th Rd UNIT 202,Gainesville,FL,32607,NA,1578.0,2.0,1.0,39,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239957875_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 75th St APT 208,Gainesville,FL,32607,NA,808.0,1.0,1.0,25,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239957876_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 18th Pl,Gainesville,FL,32607,NA,1500.0,3.0,1.0,41,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239957877_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
SW 62nd Blvd APT H44,Gainesville,FL,32607,NA,1370.0,3.0,1.0,89,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/190883512_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
NW 4th Pl,Gainesville,FL,32607,NA,2317.0,3.0,1.0,135,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/190924251_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
8125 SW 77th Ave,Gainesville,FL,32608,257000,1715.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8125-SW-77th-Ave-Gainesville-FL-32608/103011679_zpid/
3636 SW 97th Way,Gainesville,FL,32608,349900,2346.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3636-SW-97th-Way-Gainesville-FL-32608/42722401_zpid/
8558 SW 80th Pl,Gainesville,FL,32608,241000,1648.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8558-SW-80th-Pl-Gainesville-FL-32608/87627943_zpid/
4447 SW 84th Way,Gainesville,FL,32608,359000,2390.0,3.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4447-SW-84th-Way-Gainesville-FL-32608/42721295_zpid/
9517 SW 40th Ln,Gainesville,FL,32608,649900,3751.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9517-SW-40th-Ln-Gainesville-FL-32608/42722284_zpid/
10707 SW 27th Ave,Gainesville,FL,32608,1149000,6036.0,4.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10707-SW-27th-Ave-Gainesville-FL-32608/66689831_zpid/
4007 SW 93rd Dr,Gainesville,FL,32608,734900,4251.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4007-SW-93rd-Dr-Gainesville-FL-32608/42722299_zpid/
8719 SW 31st Ave,Gainesville,FL,32608,1595000,8274.0,5.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8719-SW-31st-Ave-Gainesville-FL-32608/66690150_zpid/
8015 SW 63rd Ln,Gainesville,FL,32608,214900,1636.0,3.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8015-SW-63rd-Ln-Gainesville-FL-32608/42723487_zpid/
5326 SW 69th St,Gainesville,FL,32608,54900,932.0,2.0,2.0,3,Home For Sale,http://www.zillow.com/homes/for_sale//homedetails/5326-SW-69th-St-Gainesville-FL-32608/42722965_zpid/
10403 SW 104th Ave,Gainesville,FL,32608,255000,1639.0,3.0,2.0,3,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10403-SW-104th-Ave-Gainesville-FL-32608/87626006_zpid/
2360 SW Archer Rd APT 903,Gainesville,FL,32608,112000,888.0,2.0,2.0,1,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2360-SW-Archer-Rd-APT-903-Gainesville-FL-32608/81780485_zpid/
5014 SW 94th St,Gainesville,FL,32608,169900,1125.0,2.0,2.0,2,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5014-SW-94th-St-Gainesville-FL-32608/42721190_zpid/
6221 SW 93rd Ave,Gainesville,FL,32608,449800,NA,NA,NA,2,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6221-SW-93rd-Ave-Gainesville-FL-32608/2093329177_zpid/
7612 SW 47th Ln,Gainesville,FL,32608,177000,1315.0,3.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7612-SW-47th-Ln-Gainesville-FL-32608/42721413_zpid/
000 SW 91st St,Gainesville,FL,32608,285000,NA,NA,NA,2,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/000-SW-91st-St-Gainesville-FL-32608/2138551490_zpid/
5670 SW 88th Ct,Gainesville,FL,32608,429900,3223.0,4.0,4.0,2,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5670-SW-88th-Ct-Gainesville-FL-32608/42720938_zpid/
3946 SW 89th Dr,Gainesville,FL,32608,925000,4614.0,5.0,5.0,2,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3946-SW-89th-Dr-Gainesville-FL-32608/60912270_zpid/
9297 SW 65th Pl # OKGC8B,Gainesville,FL,32608,269000,1716.0,3.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096194260_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
8279 SW 77th Ave,Gainesville,FL,32608,280000,1814.0,3.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8279-SW-77th-Ave-Gainesville-FL-32608/89739408_zpid/
9297 SW 65th Pl # HP3TDW,Gainesville,FL,32608,263000,1617.0,4.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096194257_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2205 SW 43rd Pl,Gainesville,FL,32608,275000,1926.0,3.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2205-SW-43rd-Pl-Gainesville-FL-32608/42724462_zpid/
8860 SW 45th Blvd,Gainesville,FL,32608,335000,2464.0,3.0,3.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8860-SW-45th-Blvd-Gainesville-FL-32608/42721342_zpid/
3219 SW 26th Way,Gainesville,FL,32608,134900,3348.0,8.0,NA,6,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/3219-SW-26th-Way-Gainesville-FL-32608/2107578828_zpid/
7204 SW 85th Ter,Gainesville,FL,32608,263900,2161.0,4.0,3.0,3,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7204-SW-85th-Ter-Gainesville-FL-32608/66672810_zpid/
6009 SW 27th Ter,Gainesville,FL,32608,229000,2032.0,3.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6009-SW-27th-Ter-Gainesville-FL-32608/42724067_zpid/
10000 SW 52nd Ave APT D15,Gainesville,FL,32608,119900,895.0,1.0,1.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10000-SW-52nd-Ave-APT-D15-Gainesville-FL-32608/2093382285_zpid/
10000 SW 52nd Ave APT GG196,Gainesville,FL,32608,114900,870.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10000-SW-52nd-Ave-APT-GG196-Gainesville-FL-32608/2093372601_zpid/
5918 SW 86th St,Gainesville,FL,32608,195000,1550.0,3.0,2.0,3,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5918-SW-86th-St-Gainesville-FL-32608/48188659_zpid/
10000 SW 52nd Ave APT 196,Gainesville,FL,32608,114900,870.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/10000-SW-52nd-Ave-APT-196-Gainesville-FL-32608/66702886_zpid/
9204 SW 89th Pl,Gainesville,FL,32608,94900,1944.0,4.0,2.0,5,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/9204-SW-89th-Pl-Gainesville-FL-32608/42725458_zpid/
3705 SW 27th St APT 1112,Gainesville,FL,32608,125000,1198.0,3.0,3.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/3705-SW-27th-St-APT-1112-Gainesville-FL-32608/82032413_zpid/
2866 SW 39th Ave,Gainesville,FL,32608,95500,820.0,2.0,1.0,9,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2866-SW-39th-Ave-Gainesville-FL-32608/42725001_zpid/
2601 SW Archer Rd # G125,Gainesville,FL,32608,127500,1177.0,4.0,2.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2601-SW-Archer-Rd-G125-Gainesville-FL-32608/81788588_zpid/
8102 SW 64th Pl,Gainesville,FL,32608,215000,1628.0,3.0,2.0,4,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8102-SW-64th-Pl-Gainesville-FL-32608/54860005_zpid/
2945 SW 35th Pl APT 132,Gainesville,FL,32608,137500,1250.0,2.0,3.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2945-SW-35th-Pl-APT-132-Gainesville-FL-32608/2093371256_zpid/
2811 SW Archer Rd APT P135,Gainesville,FL,32608,63900,1226.0,2.0,2.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2811-SW-Archer-Rd-APT-P135-Gainesville-FL-32608/58880229_zpid/
8202 SW 51st Blvd,Gainesville,FL,32608,240900,2018.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8202-SW-51st-Blvd-Gainesville-FL-32608/42720761_zpid/
9172 SW 52nd Rd # F303,Gainesville,FL,32608,137500,1122.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/9172-SW-52nd-Rd-F303-Gainesville-FL-32608/82036317_zpid/
7830 SW 50th Rd,Gainesville,FL,32608,259900,2063.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7830-SW-50th-Rd-Gainesville-FL-32608/42720822_zpid/
2601 SW Archer Rd # A104,Gainesville,FL,32608,124900,1177.0,4.0,2.0,10,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2601-SW-Archer-Rd-A104-Gainesville-FL-32608/81782994_zpid/
000 SW 122 St,Gainesville,FL,32608,7917000,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/000-SW-122-St-Gainesville-FL-32608/2093382245_zpid/
3412 SW 74th Way,Gainesville,FL,32608,279900,1779.0,3.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3412-SW-74th-Way-Gainesville-FL-32608/103018303_zpid/
4632 SW 45th Ln,Gainesville,FL,32608,119999,1008.0,2.0,3.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4632-SW-45th-Ln-Gainesville-FL-32608/42723336_zpid/
3817 SW 15th St,Gainesville,FL,32608,174900,1349.0,3.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3817-SW-15th-St-Gainesville-FL-32608/42724804_zpid/
3420 SW 74th Way,Gainesville,FL,32608,279900,1796.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3420-SW-74th-Way-Gainesville-FL-32608/103024691_zpid/
6840 SW 122nd St,Gainesville,FL,32608,5504200,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6840-SW-122nd-St-Gainesville-FL-32608/2099137537_zpid/
7404 SW 107th St,Gainesville,FL,32608,1139625,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/7404-SW-107th-St-Gainesville-FL-32608/2099476993_zpid/
9297 SW 65th Pl # 4CSO76,Gainesville,FL,32608,293000,1802.0,3.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096194263_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
6480 SW 122nd St,Gainesville,FL,32608,5504200,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6480-SW-122nd-St-Gainesville-FL-32608/2106388872_zpid/
4144 SW 69th Ave,Gainesville,FL,32608,60000,7405.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/4144-SW-69th-Ave-Gainesville-FL-32608/103030960_zpid/
5912 SW 85th St,Gainesville,FL,32608,215000,1480.0,3.0,2.0,8,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5912-SW-85th-St-Gainesville-FL-32608/52437212_zpid/
2601 SW Archer Rd # K242,Gainesville,FL,32608,190000,1177.0,4.0,2.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2601-SW-Archer-Rd-K242-Gainesville-FL-32608/81779293_zpid/
6606 SW 40th Ter,Gainesville,FL,32608,50000,7405.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6606-SW-40th-Ter-Gainesville-FL-32608/103023665_zpid/
6616 SW 40th Ter,Gainesville,FL,32608,50000,7405.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6616-SW-40th-Ter-Gainesville-FL-32608/103023807_zpid/
6636 SW 40th Ter,Gainesville,FL,32608,53000,8276.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6636-SW-40th-Ter-Gainesville-FL-32608/103020566_zpid/
4230 SE 69th Ave,Gainesville,FL,32608,58000,9147.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/4230-SE-69th-Ave-Gainesville-FL-32608/2093382223_zpid/
4154 SW 69th Ave,Gainesville,FL,32608,60000,8276.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/4154-SW-69th-Ave-Gainesville-FL-32608/103020188_zpid/
000 SW 107 St,Gainesville,FL,32608,420000,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/000-SW-107-St-Gainesville-FL-32608/2093382255_zpid/
6626 SW 40th Ter,Gainesville,FL,32608,53000,8276.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6626-SW-40th-Ter-Gainesville-FL-32608/103021037_zpid/
6724 SE 40th Ter,Gainesville,FL,32608,57000,8712.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6724-SE-40th-Ter-Gainesville-FL-32608/2093382074_zpid/
6818 SE 40th Ter,Gainesville,FL,32608,57000,7840.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6818-SE-40th-Ter-Gainesville-FL-32608/2093382131_zpid/
6734 SW 40th Ter,Gainesville,FL,32608,57000,7840.0,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6734-SW-40th-Ter-Gainesville-FL-32608/103016118_zpid/
4104 SE 69th Ave,Gainesville,FL,32608,62000,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/4104-SE-69th-Ave-Gainesville-FL-32608/2093382077_zpid/
3347 SW 115th Ter,Gainesville,FL,32608,470100,2520.0,4.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3347-SW-115th-Ter-Gainesville-FL-32608/2093382127_zpid/
10422 SW 32nd Ave,Gainesville,FL,32608,719000,3263.0,4.0,4.0,4,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10422-SW-32nd-Ave-Gainesville-FL-32608/2093364588_zpid/
6828 SW 40th Ter,Gainesville,FL,32608,62000,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6828-SW-40th-Ter-Gainesville-FL-32608/103022252_zpid/
9297 SW 65th Pl # X2GHAQ,Gainesville,FL,32608,277000,1818.0,3.0,2.5,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096194258_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
9324 SW 122nd St,Gainesville,FL,32608,169900,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/9324-SW-122nd-St-Gainesville-FL-32608/42699342_zpid/
6239 SW 50th St,Gainesville,FL,32608,354890,1934.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6239-SW-50th-St-Gainesville-FL-32608/2093382208_zpid/
6211 SW 85th St,Gainesville,FL,32608,209900,1637.0,4.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6211-SW-85th-St-Gainesville-FL-32608/42723540_zpid/
11926 SW 33rd Ln,Gainesville,FL,32608,418916,2613.0,4.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11926-SW-33rd-Ln-Gainesville-FL-32608/2093382054_zpid/
3355 SW 118th Ter,Gainesville,FL,32608,416507,2402.0,4.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3355-SW-118th-Ter-Gainesville-FL-32608/2093382214_zpid/
11359 SW 34th Rd,Gainesville,FL,32608,499050,2665.0,4.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11359-SW-34th-Rd-Gainesville-FL-32608/2093382057_zpid/
2726 SW 14th Dr,Gainesville,FL,32608,144900,1376.0,3.0,2.0,5,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2726-SW-14th-Dr-Gainesville-FL-32608/58881107_zpid/
9297 SW 65th Pl # 9MSKZJ,Gainesville,FL,32608,245000,1516.0,3.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096194264_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
(Undisclosed Address),Gainesville,FL,32608,139900,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Gainesville-FL-32608/2093379224_zpid/
9297 SW 65th Pl # 46SGTC,Gainesville,FL,32608,317000,1989.0,3.0,2.0,NA,New Construction,"http://www.zillow.com/homes/for_sale/2096194262_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
2601 SW Archer Rd # M351,Gainesville,FL,32608,134900,1177.0,4.0,2.0,9,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2601-SW-Archer-Rd-M351-Gainesville-FL-32608/81784375_zpid/
6621 SW 40th Ter,Gainesville,FL,32608,350934,2003.0,4.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6621-SW-40th-Ter-Gainesville-FL-32608/103014682_zpid/
5311 SW Archer Rd,Gainesville,FL,32608,998000,1154.0,3.0,1.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5311-SW-Archer-Rd-Gainesville-FL-32608/42723195_zpid/
6177 SW 35th Dr,Gainesville,FL,32608,1300000,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/6177-SW-35th-Dr-Gainesville-FL-32608/2103150816_zpid/
3084 SW 106th St,Gainesville,FL,32608,140000,NA,NA,NA,9,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/3084-SW-106th-St-Gainesville-FL-32608/2093417418_zpid/
3403 SW 86th St,Gainesville,FL,32608,780000,3924.0,5.0,4.0,10,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3403-SW-86th-St-Gainesville-FL-32608/66694371_zpid/
5571 SW 91st Ter,Gainesville,FL,32608,241900,1609.0,3.0,2.0,10,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/5571-SW-91st-Ter-Gainesville-FL-32608/42721230_zpid/
2066 SW 42nd Ln,Gainesville,FL,32608,210000,1494.0,3.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2066-SW-42nd-Ln-Gainesville-FL-32608/42724349_zpid/
2588 SW 119th Ter,Gainesville,FL,32608,390337,2083.0,4.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2588-SW-119th-Ter-Gainesville-FL-32608/2093382071_zpid/
11873 SW 32nd Ln,Gainesville,FL,32608,344400,1979.0,3.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11873-SW-32nd-Ln-Gainesville-FL-32608/2093382036_zpid/
2570 SW 119th Ter,Gainesville,FL,32608,279776,1508.0,3.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2570-SW-119th-Ter-Gainesville-FL-32608/2093382043_zpid/
000 SW Williston Rd,Gainesville,FL,32608,299000,NA,NA,NA,5,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/000-SW-Williston-Rd-Gainesville-FL-32608/2093382185_zpid/
3480 SW 72nd Way,Gainesville,FL,32608,274900,2151.0,3.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3480-SW-72nd-Way-Gainesville-FL-32608/87624010_zpid/
7853 SW 80th Dr,Gainesville,FL,32608,425000,3015.0,5.0,4.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7853-SW-80th-Dr-Gainesville-FL-32608/117665195_zpid/
3335 SW 115th Ter,Gainesville,FL,32608,475420,2723.0,4.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3335-SW-115th-Ter-Gainesville-FL-32608/2093382102_zpid/
11946 SW 33rd Ln,Gainesville,FL,32608,360366,1979.0,3.0,2.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11946-SW-33rd-Ln-Gainesville-FL-32608/2093382044_zpid/
