address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
89 Mineola Pl,Edison,NJ,08817,485000,NA,5.0,3.0,171,New Construction,http://www.zillow.com/homes/for_sale//homedetails/89-Mineola-Pl-Edison-NJ-08817/2095351738_zpid/
211 Central Ave,Edison,NJ,08817,387900,NA,4.0,2.0,88,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/211-Central-Ave-Edison-NJ-08817/39064282_zpid/
1 Lambert Ave,Edison,NJ,08817,495000,2600.0,3.0,3.0,79,New Construction,http://www.zillow.com/homes/for_sale//homedetails/1-Lambert-Ave-Edison-NJ-08817/39066257_zpid/
41 Wayne St,Edison,NJ,08817,199900,1204.0,3.0,1.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/41-Wayne-St-Edison-NJ-08817/39069107_zpid/
305 College Dr,Edison,NJ,08817,115000,1031.0,2.0,1.0,580,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/305-College-Dr-Edison-NJ-08817/72245399_zpid/
56 Rieder Rd,Edison,NJ,08817,368900,NA,3.0,3.0,43,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/56-Rieder-Rd-Edison-NJ-08817/55544099_zpid/
24 Gurley Rd,Edison,NJ,08817,369888,1558.0,4.0,2.0,38,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/24-Gurley-Rd-Edison-NJ-08817/39067905_zpid/
151 College Dr # 151,Edison,NJ,08817,174000,1188.0,3.0,2.0,279,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/151-College-Dr-151-Edison-NJ-08817/2096605548_zpid/
5 Schuyler Dr,Edison,NJ,08817,269990,936.0,3.0,2.0,104,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5-Schuyler-Dr-Edison-NJ-08817/39065230_zpid/
23 Harrigan St,Edison,NJ,08817,459000,2128.0,4.0,2.5,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/23-Harrigan-St-Edison-NJ-08817/88942021_zpid/
41 Proctor St,Edison,NJ,08817,279500,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/41-Proctor-St-Edison-NJ-08817/39069023_zpid/
313 Suttons Ln,Edison,NJ,08817,378900,NA,4.0,3.0,93,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/313-Suttons-Ln-Edison-NJ-08817/39064027_zpid/
12 Baxter Rd,Edison,NJ,08817,239900,NA,4.0,1.0,34,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12-Baxter-Rd-Edison-NJ-08817/39082831_zpid/
811 Orlando St,Edison,NJ,08817,249900,1152.0,2.0,2.0,53,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/811-Orlando-St-Edison-NJ-08817/39064787_zpid/
129 Idlewild Rd,Edison,NJ,08817,181000,900.0,3.0,NA,110,Auction,http://www.zillow.com/homes/for_sale//homedetails/129-Idlewild-Rd-Edison-NJ-08817/39081824_zpid/
3 Valmere Ct,Edison,NJ,08817,529000,2303.0,4.0,3.0,88,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Valmere-Ct-Edison-NJ-08817/39062508_zpid/
22 Pine St,Edison,NJ,08817,369900,NA,3.0,2.0,119,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/22-Pine-St-Edison-NJ-08817/39066601_zpid/
2 Bonnie Brook Ave,Edison,NJ,08817,365000,2184.0,3.0,4.0,105,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Bonnie-Brook-Ave-Edison-NJ-08817/39069251_zpid/
80 Ethel Rd,Edison,NJ,08817,654900,2500.0,4.0,2.5,481,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/80-Ethel-Rd-Edison-NJ-08817/2105166637_zpid/
40 Spencer St,Edison,NJ,08817,269900,1176.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Spencer-St-Edison-NJ-08817/39065152_zpid/
183 Highland Ave,Edison,NJ,08817,339000,2000.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/183-Highland-Ave-Edison-NJ-08817/39063703_zpid/
901 Woodhaven Dr # 901,Edison,NJ,08817,239900,1104.0,2.0,2.0,67,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/901-Woodhaven-Dr-901-Edison-NJ-08817/2103497397_zpid/
48 Gurley Rd,Edison,NJ,08817,249000,1024.0,3.0,1.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/48-Gurley-Rd-Edison-NJ-08817/39067711_zpid/
(Undisclosed Address),Edison,NJ,08817,238500,NA,4.0,1.0,88,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Edison-NJ-08817/2094379007_zpid/
20 Ryan Rd,Edison,NJ,08817,589000,NA,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-Ryan-Rd-Edison-NJ-08817/39063571_zpid/
73 Idlewild Rd,Edison,NJ,08817,520000,2500.0,5.0,3.0,79,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/73-Idlewild-Rd-Edison-NJ-08817/55545243_zpid/
46 Rosewood Rd,Edison,NJ,08817,282000,1200.0,3.0,2.0,193,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/46-Rosewood-Rd-Edison-NJ-08817/39081128_zpid/
(Undisclosed Address),Edison,NJ,08817,174500,860.0,1.0,1.0,38,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/(Undisclosed-Address)-Edison-NJ-08817/2093763594_zpid/
1635 Waterford Dr,Edison,NJ,08817,235500,1034.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1635-Waterford-Dr-Edison-NJ-08817/39063280_zpid/
7 Fairhill Rd,Edison,NJ,08817,564900,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-Fairhill-Rd-Edison-NJ-08817/39063567_zpid/
26 Plafsky Dr,Edison,NJ,08817,489000,NA,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/26-Plafsky-Dr-Edison-NJ-08817/39062435_zpid/
37 Bradley Dr,Edison,NJ,08817,299900,NA,4.0,1.0,55,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/37-Bradley-Dr-Edison-NJ-08817/39065399_zpid/
42 Idlewild Rd,Edison,NJ,08817,549900,720.0,5.0,3.5,150,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/42-Idlewild-Rd-Edison-NJ-08817/39081403_zpid/
23 Plafsky Dr,Edison,NJ,08817,515000,NA,5.0,3.0,50,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/23-Plafsky-Dr-Edison-NJ-08817/39062360_zpid/
8 Marie Ln,Edison,NJ,08817,449000,NA,5.0,3.0,62,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Marie-Ln-Edison-NJ-08817/39067532_zpid/
434 Waterford Dr # 434,Edison,NJ,08817,249000,NA,2.0,2.0,72,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/434-Waterford-Dr-434-Edison-NJ-08817/2094187247_zpid/
59 Oakland Ave,Edison,NJ,08817,230000,935.0,3.0,1.0,139,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/59-Oakland-Ave-Edison-NJ-08817/39067088_zpid/
58 Rieder Rd,Edison,NJ,08817,399000,NA,3.0,2.0,59,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/58-Rieder-Rd-Edison-NJ-08817/39062654_zpid/
9 Hill Rd,Edison,NJ,08817,379000,1700.0,4.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/9-Hill-Rd-Edison-NJ-08817/39067887_zpid/
18 Baxter Rd,Edison,NJ,08817,449900,1008.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-Baxter-Rd-Edison-NJ-08817/39082834_zpid/
189 Washington Ave,Edison,NJ,08817,359000,984.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/189-Washington-Ave-Edison-NJ-08817/88940410_zpid/
2 Miko Rd,Edison,NJ,08817,255000,996.0,3.0,1.0,109,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Miko-Rd-Edison-NJ-08817/39081150_zpid/
2669 Woodbridge Ave,Edison,NJ,08817,297500,NA,0,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/2669-Woodbridge-Ave-Edison-NJ-08817/39068273_zpid/
15 Eastlick Rd,Edison,NJ,08817,375900,NA,3.0,2.0,35,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Eastlick-Rd-Edison-NJ-08817/39082746_zpid/
28 Marshall Dr,Edison,NJ,08817,575000,1853.0,3.0,3.0,54,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/28-Marshall-Dr-Edison-NJ-08817/39063548_zpid/
344 Plainfield Ave,Edison,NJ,08817,699000,NA,NA,NA,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/344-Plainfield-Ave-Edison-NJ-08817/64485454_zpid/
49 Market St,Edison,NJ,08817,289900,1217.0,2.0,2.0,144,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/49-Market-St-Edison-NJ-08817/39067395_zpid/
15 Latonia St,Edison,NJ,08817,359000,920.0,0,NA,54,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Latonia-St-Edison-NJ-08817/39065057_zpid/
8 Prescott St,Edison,NJ,08817,425000,NA,4.0,2.0,61,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Prescott-St-Edison-NJ-08817/39064287_zpid/
25 Raymond St,Edison,NJ,08817,349900,1862.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/25-Raymond-St-Edison-NJ-08817/39068524_zpid/
102 Stony Rd,Edison,NJ,08817,339000,NA,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/102-Stony-Rd-Edison-NJ-08817/55544225_zpid/
59 Clipper Ave,Edison,NJ,08817,365000,1510.0,5.0,2.0,93,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/59-Clipper-Ave-Edison-NJ-08817/39068548_zpid/
15 Manning St,Edison,NJ,08817,299900,1152.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Manning-St-Edison-NJ-08817/39068428_zpid/
2 Schuyler Dr,Edison,NJ,08817,299900,1098.0,0,NA,94,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Schuyler-Dr-Edison-NJ-08817/39065660_zpid/
463 Old Post Rd,Edison,NJ,08817,670000,NA,NA,NA,151,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/463-Old-Post-Rd-Edison-NJ-08817/120859145_zpid/
61 Rose St,Edison,NJ,08817,325000,1548.0,3.0,2.0,98,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/61-Rose-St-Edison-NJ-08817/39064958_zpid/
32 Kathleen Pl,Edison,NJ,08817,118000,NA,NA,NA,282,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-Kathleen-Pl-Edison-NJ-08817/39068568_zpid/
449 Plainfield Ave,Edison,NJ,08817,600000,NA,NA,NA,236,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/449-Plainfield-Ave-Edison-NJ-08817/2115165400_zpid/
52 Prospect Ave,Edison,NJ,08817,389900,NA,5.0,3.0,67,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/52-Prospect-Ave-Edison-NJ-08817/39065787_zpid/
52 Duley Ave,Edison,NJ,08817,350000,1050.0,3.0,1.0,233,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/52-Duley-Ave-Edison-NJ-08817/39064922_zpid/
1845 Lincoln Hwy Rt 27 Hwy,1205 Edison,NJ,08817,699000,NA,NA,NA,114,Lot/Land For Sale,http://www.zillow.com/homes/for_sale//homedetails/1845-Lincoln-Hwy-Rt-27-Hwy-1205-Edison-NJ-08817/2094695305_zpid/
22 Meyer Rd,Edison,NJ,08817,380000,1700.0,4.0,3.0,61,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/22-Meyer-Rd-Edison-NJ-08817/39068071_zpid/
2 Plenge Ct,1205 Edison,NJ,08817,779900,3960.0,4.0,3.0,167,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/2-Plenge-Ct-1205-Edison-NJ-08817/2095304701_zpid/
5 Plenge Ct,1205 Edison,NJ,08817,799900,3960.0,5.0,3.0,167,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5-Plenge-Ct-1205-Edison-NJ-08817/2095304557_zpid/
Westminster Pl,Edison,NJ,08817,NA,1396.0,NA,2.0,38,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/210170262_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Leo St,Edison,NJ,08817,NA,1020.0,NA,1.0,364,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467560_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Clipper Ave,Edison,NJ,08817,NA,912.0,NA,1.0,101,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467562_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sylvan Dell Ave,Edison,NJ,08817,NA,750.0,NA,1.0,236,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467566_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Wayne St,Edison,NJ,08817,NA,1204.0,NA,1.0,441,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/Wayne-St-Edison-NJ-08817/178467570_zpid/
Elliot Pl,Edison,NJ,08817,NA,1375.0,NA,1.0,384,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467571_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lake View Blvd,Edison,NJ,08817,NA,720.0,NA,1.0,151,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467572_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Fairview Ave,Edison,NJ,08817,NA,1774.0,NA,2.0,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467646_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Vineyard Rd,Edison,NJ,08817,NA,900.0,NA,NA,46,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467634_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Willow Ave,Edison,NJ,08817,NA,1752.0,NA,1.0,60,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239681881_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Roger Rd,Edison,NJ,08817,NA,1024.0,NA,1.0,54,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/210170261_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Taft Ave,Edison,NJ,08817,NA,950.0,NA,1.0,717,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467489_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Fairview Ave,Edison,NJ,08817,NA,1231.0,NA,2.0,54,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/210170264_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Penn Ave,Edison,NJ,08817,NA,968.0,NA,1.0,129,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/220833110_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
65 College Dr,Edison,NJ,08817,93000,804.0,2.0,1.0,321,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/65-College-Dr-Edison-NJ-08817/72241083_zpid/
Hickory St,Edison,NJ,08817,NA,972.0,NA,1.0,54,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239688237_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Fairfax Rd,Edison,NJ,08817,NA,1208.0,NA,1.0,54,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/239688236_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
College Dr,Edison,NJ,08817,NA,896.0,NA,NA,41,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/239688155_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Karen Pl,Edison,NJ,08817,NA,2353.0,NA,2.0,364,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467478_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Waterford Dr,Edison,NJ,08817,NA,1034.0,NA,NA,282,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467482_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Marshall Dr,Edison,NJ,08817,NA,5075.0,NA,2.0,490,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467484_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Highland Ave,Edison,NJ,08817,NA,1155.0,NA,1.0,101,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467486_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Mineola Pl,Edison,NJ,08817,NA,1120.0,NA,1.0,101,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467488_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sycamore Ave,Edison,NJ,08817,NA,1577.0,NA,1.0,314,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467491_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Orange St,Edison,NJ,08817,NA,1128.0,NA,1.0,182,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467494_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Garden St,Edison,NJ,08817,NA,976.0,NA,1.0,297,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467496_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Hickory St,Edison,NJ,08817,NA,1886.0,NA,2.0,363,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467497_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Penn Ave,Edison,NJ,08817,NA,775.0,NA,1.0,322,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467499_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Penn Ave,Edison,NJ,08817,NA,968.0,NA,1.0,112,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467500_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Plainfield Ave,Edison,NJ,08817,NA,775.0,NA,1.0,135,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467502_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Seymour Ave,Edison,NJ,08817,NA,780.0,NA,1.0,338,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467503_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Schuyler Dr,Edison,NJ,08817,NA,1104.0,NA,1.0,256,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467505_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Ovington Ave,Edison,NJ,08817,NA,900.0,NA,1.0,250,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467506_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Jefferson Blvd,Edison,NJ,08817,NA,1449.0,NA,NA,164,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467507_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Hillcrest Ave,Edison,NJ,08817,NA,1262.0,NA,1.0,117,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467508_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Plainfield Ave,Edison,NJ,08817,NA,1392.0,NA,1.0,382,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467511_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Lambert Ave,Edison,NJ,08817,NA,1400.0,NA,1.0,423,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467513_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Vineyard Rd,Edison,NJ,08817,NA,1040.0,NA,1.0,380,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467515_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Redwood Ave,Edison,NJ,08817,NA,829.0,NA,1.0,270,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467520_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Plainfield Ave,Edison,NJ,08817,NA,1702.0,NA,1.5,546,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467522_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Woodbridge Ave,Edison,NJ,08817,NA,1904.0,NA,1.5,399,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467523_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Rieder Rd,Edison,NJ,08817,NA,1310.0,NA,1.0,314,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467524_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Hull Dr,Edison,NJ,08817,NA,905.0,NA,1.0,135,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467525_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Malvern Way,Edison,NJ,08817,NA,1164.0,NA,1.0,370,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467526_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sarah Ct,Edison,NJ,08817,NA,2351.0,NA,2.0,298,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467527_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
College Dr,Edison,NJ,08817,NA,896.0,NA,NA,546,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467530_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
College Dr,Edison,NJ,08817,NA,884.0,NA,NA,352,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467531_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
College Dr,Edison,NJ,08817,NA,1188.0,NA,NA,490,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467534_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
College Dr,Edison,NJ,08817,NA,1188.0,NA,NA,221,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467535_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Morse Ave,Edison,NJ,08817,NA,1024.0,NA,2.0,198,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467539_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Kearny Ave,Edison,NJ,08817,NA,1396.0,NA,NA,488,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467541_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Overbrook Ave,EDISON,NJ,08817,NA,2058.0,NA,2.0,476,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467542_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Phillips Rd,Edison,NJ,08817,NA,1700.0,NA,2.0,297,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467548_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Gurley Rd,Edison,NJ,08817,NA,1024.0,NA,1.0,370,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467549_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Gurley Rd,Edison,NJ,08817,NA,1024.0,NA,1.0,234,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467550_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Adele Ct,Edison,NJ,08817,NA,1370.0,NA,1.0,202,Pre-Foreclosure,"http://www.zillow.com/homes/for_sale/178467552_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Smalley Rd,Edison,NJ,08817,NA,1610.0,NA,2.0,396,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467553_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Old Post Rd,Edison,NJ,08817,NA,1120.0,NA,1.0,494,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467555_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sine Rd,Edison,NJ,08817,NA,2616.0,NA,2.0,198,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467556_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Sine Rd,Edison,NJ,08817,NA,1055.0,NA,1.0,80,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467557_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
Woerner Ct,Edison,NJ,08817,NA,1160.0,NA,1.0,373,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/178467564_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
