address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
3 Hornor Ln,Princeton,NJ,08540,650000,1480.0,3.0,2.0,1,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Hornor-Ln-Princeton-NJ-08540/39008401_zpid/
84 Old Rd,Princeton,NJ,08540,1,NA,NA,NA,5,Auction,http://www.zillow.com/homes/for_sale//homedetails/84-Old-Rd-Princeton-NJ-08540/2118837590_zpid/
3 Tall Timbers Dr,Princeton,NJ,08540,480000,4278.0,6.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Tall-Timbers-Dr-Princeton-NJ-08540/39006323_zpid/
313 Sayre Dr,Princeton,NJ,08540,699000,2760.0,3.0,4.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/313-Sayre-Dr-Princeton-NJ-08540/39151921_zpid/
8 Skyfield Dr,Princeton,NJ,08540,559000,3230.0,4.0,3.0,9,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Skyfield-Dr-Princeton-NJ-08540/38994823_zpid/
87 Sayre,Plainsboro,NJ,08540,499000,2070.0,3.0,3.0,8,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-Sayre-Plainsboro-NJ-08540/2093402213_zpid/
99 Heather Ln,Princeton,NJ,08540,2099999,4758.0,4.0,5.0,9,New Construction,http://www.zillow.com/homes/for_sale//homedetails/99-Heather-Ln-Princeton-NJ-08540/52626473_zpid/
87 Sayre Dr,Princeton,NJ,08540,499000,2070.0,3.0,3.0,8,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/87-Sayre-Dr-Princeton-NJ-08540/39151742_zpid/
229 Mercer St,Princeton,NJ,08540,1125000,2206.0,3.0,2.0,9,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/229-Mercer-St-Princeton-NJ-08540/39008670_zpid/
18 Coriander Dr,Princeton,NJ,08540,514888,2036.0,3.0,4.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-Coriander-Dr-Princeton-NJ-08540/39174054_zpid/
66 Scarlet Oak Dr,Princeton,NJ,08540,416000,NA,3.0,3.0,10,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/66-Scarlet-Oak-Dr-Princeton-NJ-08540/59930064_zpid/
35 Trewbridge Ct,Princeton,NJ,08540,710000,2364.0,3.0,4.0,10,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/35-Trewbridge-Ct-Princeton-NJ-08540/55348099_zpid/
32 Blackstone Dr,Princeton,NJ,08540,649900,2258.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-Blackstone-Dr-Princeton-NJ-08540/39903370_zpid/
285 Moore St,Princeton,NJ,08540,949000,2614.0,4.0,3.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/285-Moore-St-Princeton-NJ-08540/39011885_zpid/
11 Honeyman St,Princeton,NJ,08540,450000,2325.0,3.0,2.0,9,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-Honeyman-St-Princeton-NJ-08540/39867759_zpid/
74 Grover Ave,Princeton,NJ,08540,740000,1756.0,4.0,3.0,5,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/74-Grover-Ave-Princeton-NJ-08540/39012214_zpid/
11 Cherry Valley Rd,Princeton,NJ,08540,560000,1326.0,3.0,3.0,7,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-Cherry-Valley-Rd-Princeton-NJ-08540/87968276_zpid/
127 Sayre Dr,Princeton,NJ,08540,447000,1355.0,2.0,4.0,9,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/127-Sayre-Dr-Princeton-NJ-08540/39151770_zpid/
4102 Route 27,Princeton,NJ,08540,358300,NA,4.0,2.0,4,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4102-Route-27-Princeton-NJ-08540/39173702_zpid/
30 Scarlet Oak Dr,Princeton,NJ,08540,397000,1640.0,3.0,3.0,20,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Scarlet-Oak-Dr-Princeton-NJ-08540/64613988_zpid/
17 Tree Swallow Dr,Princeton,NJ,08540,669000,2244.0,3.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/17-Tree-Swallow-Dr-Princeton-NJ-08540/71833053_zpid/
68 Treetops Cir,Princeton,NJ,08540,669000,3391.0,4.0,3.0,11,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/68-Treetops-Cir-Princeton-NJ-08540/64463009_zpid/
12 Woodfield Ct,Princeton,NJ,08540,639900,3391.0,4.0,4.0,24,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/12-Woodfield-Ct-Princeton-NJ-08540/64895250_zpid/
545 Sayre Dr,Princeton,NJ,08540,448000,1664.0,2.0,3.0,12,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/545-Sayre-Dr-Princeton-NJ-08540/2093463724_zpid/
301 Trinity Ct APT 11,Princeton,NJ,08540,229000,1008.0,2.0,1.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/301-Trinity-Ct-APT-11-Princeton-NJ-08540/39034415_zpid/
104 Heritage Blvd APT 5,Princeton,NJ,08540,279900,1138.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/104-Heritage-Blvd-APT-5-Princeton-NJ-08540/39034508_zpid/
22 Exeter Ct,Princeton,NJ,08540,529999,2200.0,3.0,4.0,23,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/22-Exeter-Ct-Princeton-NJ-08540/39034756_zpid/
31 Van Kirk Rd,Princeton,NJ,08540,499750,2718.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/31-Van-Kirk-Rd-Princeton-NJ-08540/39005673_zpid/
52 Mccomb Rd,Princeton,NJ,08540,565000,1536.0,2.0,3.0,17,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/52-Mccomb-Rd-Princeton-NJ-08540/39010201_zpid/
35 Sergeant St,Princeton,NJ,08540,818000,1813.0,3.0,3.0,16,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/35-Sergeant-St-Princeton-NJ-08540/39008987_zpid/
24 NW E Countryside Dr,South Brunswick,NJ,08540,418500,1527.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/24-NW-E-Countryside-Dr-South-Brunswick-NJ-08540/2093584188_zpid/
135 Crestview Dr,Princeton,NJ,08540,1175000,3274.0,5.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/135-Crestview-Dr-Princeton-NJ-08540/39010134_zpid/
16 Honeybrook Dr,Princeton,NJ,08540,649500,1824.0,4.0,3.0,12,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/16-Honeybrook-Dr-Princeton-NJ-08540/52625046_zpid/
5 Fringe Tree Ct,Princeton,NJ,08540,325000,1573.0,2.0,2.0,16,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/5-Fringe-Tree-Ct-Princeton-NJ-08540/55551346_zpid/
10 Sergeant St,Princeton,NJ,08540,1299000,NA,4.0,2.0,21,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/10-Sergeant-St-Princeton-NJ-08540/39008960_zpid/
122 N Barrow Pl,Princeton,NJ,08540,425000,1678.0,2.0,3.0,19,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/122-N-Barrow-Pl-Princeton-NJ-08540/39035285_zpid/
931 Lawrenceville Rd,Princeton,NJ,08540,659000,1930.0,3.0,2.0,11,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/931-Lawrenceville-Rd-Princeton-NJ-08540/39013168_zpid/
16 Boudinot St,Princeton,NJ,08540,2195000,NA,4.0,5.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/16-Boudinot-St-Princeton-NJ-08540/52626399_zpid/
28 Scott Ln,Princeton,NJ,08540,924900,1792.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/28-Scott-Ln-Princeton-NJ-08540/39008282_zpid/
199 Snowden Ln,Princeton,NJ,08540,1899000,1320.0,5.0,6.0,18,New Construction,http://www.zillow.com/homes/for_sale//homedetails/199-Snowden-Ln-Princeton-NJ-08540/39012342_zpid/
74 Russell Rd,Princeton,NJ,08540,1149000,2639.0,5.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/74-Russell-Rd-Princeton-NJ-08540/39013191_zpid/
566 Sayre Dr,Princeton,NJ,08540,499000,1886.0,3.0,3.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/566-Sayre-Dr-Princeton-NJ-08540/2093532244_zpid/
47 Constitution Hl W,Princeton,NJ,08540,1100000,NA,3.0,3.0,23,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/47-Constitution-Hl-W-Princeton-NJ-08540/39012874_zpid/
8 Greenshadows Ln,Princeton,NJ,08540,474900,NA,4.0,1.5,13,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/8-Greenshadows-Ln-Princeton-NJ-08540/39173708_zpid/
603 Sayre Dr,Princeton,NJ,08540,449000,1664.0,2.0,3.0,24,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/603-Sayre-Dr-Princeton-NJ-08540/39152091_zpid/
18 E Countryside Dr,Princeton,NJ,08540,525000,2010.0,3.0,4.0,25,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-E-Countryside-Dr-Princeton-NJ-08540/39173933_zpid/
42 Winding Way,Princeton,NJ,08540,589000,2996.0,4.0,3.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/42-Winding-Way-Princeton-NJ-08540/67540737_zpid/
545 Sayre Ave # 545,Plainsboro,NJ,08540,448000,1650.0,2.0,3.0,11,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/545-Sayre-Ave-545-Plainsboro-NJ-08540/2096537138_zpid/
92 Philip Dr,Princeton,NJ,08540,1299000,3674.0,4.0,4.0,16,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/92-Philip-Dr-Princeton-NJ-08540/39012590_zpid/
24 NW E Countryside Dr,1221 South Brunswick,NJ,08540,418500,1527.0,3.0,3.0,21,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/24-NW-E-Countryside-Dr-1221-South-Brunswick-NJ-08540/2093584928_zpid/
603 Sayre Dr # 603,Princeton,NJ,08540,449000,1650.0,2.0,3.0,23,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/603-Sayre-Dr-603-Princeton-NJ-08540/2093603916_zpid/
36 Taylor Rd,Princeton,NJ,08540,550000,2104.0,4.0,4.0,18,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/36-Taylor-Rd-Princeton-NJ-08540/2097801078_zpid/
7 Birchwood Ct,Princeton,NJ,08540,317000,2147.0,NA,NA,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/7-Birchwood-Ct-Princeton-NJ-08540/64446421_zpid/
101 Winant Rd,Princeton,NJ,08540,491000,2537.0,4.0,4.0,664,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/101-Winant-Rd-Princeton-NJ-08540/39013196_zpid/
923 Cherry Hill Rd,Princeton,NJ,08540,430600,3437.0,4.0,3.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/923-Cherry-Hill-Rd-Princeton-NJ-08540/39903329_zpid/
23 Tanner Dr,Princeton,NJ,08540,574000,3503.0,4.0,NA,31,Auction,http://www.zillow.com/homes/for_sale//homedetails/23-Tanner-Dr-Princeton-NJ-08540/55554751_zpid/
8 Conifer Ct,Princeton,NJ,08540,350000,2147.0,3.0,3.0,256,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Conifer-Ct-Princeton-NJ-08540/64790514_zpid/
3 Golf View Dr,Princeton,NJ,08540,387000,3250.0,4.0,2.5,388,Auction,http://www.zillow.com/homes/for_sale//homedetails/3-Golf-View-Dr-Princeton-NJ-08540/39867668_zpid/
351 State Rd,Princeton,NJ,08540,550000,2502.0,4.0,3.0,NA,Foreclosure,http://www.zillow.com/homes/for_sale//homedetails/351-State-Rd-Princeton-NJ-08540/39010159_zpid/
430 Nassau St,Princeton,NJ,08540,1495000,4451.0,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/430-Nassau-St-Princeton-NJ-08540/39008308_zpid/
101 Camelot Ct,Princeton,NJ,08540,314000,1968.0,3.0,3.0,59,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/101-Camelot-Ct-Princeton-NJ-08540/39174787_zpid/
340 Sayre Dr,Princeton,NJ,08540,479000,1735.0,3.0,4.0,NA,Coming Soon,http://www.zillow.com/homes/for_sale//homedetails/340-Sayre-Dr-Princeton-NJ-08540/39151819_zpid/
1 Queenston Pl,Princeton,NJ,08540,668000,2066.0,NA,NA,222,Auction,http://www.zillow.com/homes/for_sale//homedetails/1-Queenston-Pl-Princeton-NJ-08540/39008664_zpid/
1102 Sayre Dr,Princeton,NJ,08540,123000,935.0,2.0,1.0,528,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/1102-Sayre-Dr-Princeton-NJ-08540/39151603_zpid/
3764 Route 27 Hwy,South Brunswick,NJ,08540,544800,NA,5.0,5.0,82,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3764-Route-27-Hwy-South-Brunswick-NJ-08540/2094311879_zpid/
75 Cleveland Ln,Princeton,NJ,08540,4898000,7752.0,5.0,5.5,93,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/75-Cleveland-Ln-Princeton-NJ-08540/39007361_zpid/
70 Lafayette,Princeton,NJ,08540,3300000,NA,6.0,6.5,93,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-Lafayette-Princeton-NJ-08540/2094448230_zpid/
4 Stephen Dr,Princeton,NJ,08540,420000,2280.0,3.0,2.0,138,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4-Stephen-Dr-Princeton-NJ-08540/39867538_zpid/
19 Honeyman St,Princeton,NJ,08540,246000,1767.0,NA,1.0,739,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/19-Honeyman-St-Princeton-NJ-08540/39867761_zpid/
33 Garfield Way,Princeton,NJ,08540,435000,1541.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/33-Garfield-Way-Princeton-NJ-08540/39904101_zpid/
214 Cherry Hill Rd,Princeton,NJ,08540,3950000,8942.0,6.0,7.5,340,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/214-Cherry-Hill-Rd-Princeton-NJ-08540/39010506_zpid/
64 Cleveland Ln,Princeton,NJ,08540,5995000,9100.0,6.0,7.5,298,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/64-Cleveland-Ln-Princeton-NJ-08540/39007374_zpid/
10 Morning Glory Ct,Princeton,NJ,08540,297000,2165.0,2.0,3.0,150,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/10-Morning-Glory-Ct-Princeton-NJ-08540/55554635_zpid/
474 Cherry Hill Rd,Princeton,NJ,08540,799000,3582.0,4.0,4.0,75,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-Cherry-Hill-Rd-Princeton-NJ-08540/39009761_zpid/
55 Governors Ln,Princeton,NJ,08540,869500,2768.0,4.0,3.5,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Governors-Ln-Princeton-NJ-08540/39010812_zpid/
80 Edgerstoune Rd,Princeton,NJ,08540,2650000,NA,6.0,7.0,81,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/80-Edgerstoune-Rd-Princeton-NJ-08540/39013202_zpid/
4 Treetops Cir,Princeton,NJ,08540,579900,2510.0,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4-Treetops-Cir-Princeton-NJ-08540/59929698_zpid/
30 Halstead Pl,Princeton,NJ,08540,489000,1935.0,3.0,2.5,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-Halstead-Pl-Princeton-NJ-08540/39035161_zpid/
6 Kent Ct,Princeton,NJ,08540,799000,2659.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/6-Kent-Ct-Princeton-NJ-08540/87967521_zpid/
13 Castleton Rd,Princeton,NJ,08540,435400,2013.0,3.0,3.0,44,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/13-Castleton-Rd-Princeton-NJ-08540/39903970_zpid/
76 Treetops Cir,Princeton,NJ,08540,589999,2762.0,4.0,4.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/76-Treetops-Cir-Princeton-NJ-08540/67540731_zpid/
186 Library Pl,Princeton,NJ,08540,2750000,NA,4.0,5.0,83,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/186-Library-Pl-Princeton-NJ-08540/39007373_zpid/
119 Cherry Valley Rd,Princeton,NJ,08540,399000,1833.0,3.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/119-Cherry-Valley-Rd-Princeton-NJ-08540/39903521_zpid/
905 Lawrenceville Rd,Princeton,NJ,08540,3100000,7561.0,7.0,7.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/905-Lawrenceville-Rd-Princeton-NJ-08540/39013167_zpid/
3 Stirrup Way,Princeton,NJ,08540,499999,NA,4.0,3.0,495,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Stirrup-Way-Princeton-NJ-08540/39867586_zpid/
271 Edgerstoune Rd,Princeton,NJ,08540,1900000,5720.0,5.0,5.0,129,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/271-Edgerstoune-Rd-Princeton-NJ-08540/39012760_zpid/
405 Creststone Cir,Princeton,NJ,08540,429900,1968.0,3.0,2.5,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/405-Creststone-Cir-Princeton-NJ-08540/39174757_zpid/
11 Henderson Ave,Princeton,NJ,08540,599000,1320.0,3.0,2.0,NA,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/11-Henderson-Ave-Princeton-NJ-08540/39011444_zpid/
34 Bouvant Dr,Princeton,NJ,08540,1150000,3855.0,4.0,4.0,33,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/34-Bouvant-Dr-Princeton-NJ-08540/39009746_zpid/
40 Scarlet Oak Dr,Princeton,NJ,08540,379000,1584.0,2.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-Scarlet-Oak-Dr-Princeton-NJ-08540/64702206_zpid/
639 Rosedale Rd,Princeton,NJ,08540,499000,NA,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/639-Rosedale-Rd-Princeton-NJ-08540/39006362_zpid/
188 Cherry Valley Rd,Princeton,NJ,08540,1499000,NA,5.0,6.0,130,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/188-Cherry-Valley-Rd-Princeton-NJ-08540/39009288_zpid/
330 State Rd,Princeton,NJ,08540,474888,1532.0,3.0,2.0,58,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/330-State-Rd-Princeton-NJ-08540/39010152_zpid/
53 Manor Dr,Princeton,NJ,08540,395000,1616.0,3.0,3.0,39,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/53-Manor-Dr-Princeton-NJ-08540/39903812_zpid/
144 Drakes Corner Rd,Princeton,NJ,08540,739000,NA,4.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/144-Drakes-Corner-Rd-Princeton-NJ-08540/39009642_zpid/
133 Castleton Rd,Princeton,NJ,08540,429500,2013.0,3.0,3.0,45,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/133-Castleton-Rd-Princeton-NJ-08540/39903984_zpid/
2036 Windrow Dr,Princeton,NJ,08540,165000,802.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2036-Windrow-Dr-Princeton-NJ-08540/64809539_zpid/
4102 Route 27 Hwy,South Brunswick,NJ,08540,358300,NA,4.0,2.0,134,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/4102-Route-27-Hwy-South-Brunswick-NJ-08540/2094927724_zpid/
4 Scarlet Oak Dr,Princeton,NJ,08540,399900,1640.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4-Scarlet-Oak-Dr-Princeton-NJ-08540/64887132_zpid/
705 Marten Rd,Princeton,NJ,08540,372500,1686.0,3.0,3.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/705-Marten-Rd-Princeton-NJ-08540/39903699_zpid/
3 Barbieri Ct,Princeton,NJ,08540,785000,3951.0,4.0,4.0,65,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/3-Barbieri-Ct-Princeton-NJ-08540/67541148_zpid/
104 Heritage Blvd APT 1,Princeton,NJ,08540,278900,1147.0,2.0,2.0,34,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/104-Heritage-Blvd-APT-1-Princeton-NJ-08540/39034504_zpid/
8 Harris Rd,Princeton,NJ,08540,809000,NA,3.0,3.0,87,New Construction,http://www.zillow.com/homes/for_sale//homedetails/8-Harris-Rd-Princeton-NJ-08540/2094367863_zpid/
55 Linwood Cir,Princeton,NJ,08540,875000,2130.0,4.0,3.0,81,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/55-Linwood-Cir-Princeton-NJ-08540/39012283_zpid/
126 Clover Ln,Princeton,NJ,08540,1165000,3757.0,5.0,6.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/126-Clover-Ln-Princeton-NJ-08540/39012350_zpid/
52 Arreton Rd,Princeton,NJ,08540,3700000,7534.0,6.0,6.0,275,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/52-Arreton-Rd-Princeton-NJ-08540/39009838_zpid/
8 Players Ln,Princeton,NJ,08540,5799000,15000.0,7.0,9.0,369,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Players-Ln-Princeton-NJ-08540/68298973_zpid/
55 Sunset Ave,Princeton,NJ,08540,191000,1480.0,2.0,2.0,334,Foreclosed,http://www.zillow.com/homes/for_sale//homedetails/55-Sunset-Ave-Princeton-NJ-08540/39868753_zpid/
121 Commonwealth Ct APT 3,Princeton,NJ,08540,318500,1258.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/121-Commonwealth-Ct-APT-3-Princeton-NJ-08540/39034210_zpid/
21 Cambridge Ct,Princeton,NJ,08540,518900,1920.0,3.0,3.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-Cambridge-Ct-Princeton-NJ-08540/39903537_zpid/
52 David Brearly Ct,Princeton,NJ,08540,334999,1120.0,2.0,2.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/52-David-Brearly-Ct-Princeton-NJ-08540/39009339_zpid/
119 William Patterson Ct,Princeton,NJ,08540,359500,1120.0,2.0,2.0,54,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/119-William-Patterson-Ct-Princeton-NJ-08540/39009388_zpid/
39 Lovers Ln,Princeton,NJ,08540,1250000,NA,4.0,3.0,88,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/39-Lovers-Ln-Princeton-NJ-08540/39013645_zpid/
80 Westcott Rd,Princeton,NJ,08540,3250000,NA,5.0,5.0,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/80-Westcott-Rd-Princeton-NJ-08540/39007382_zpid/
19 Lincoln Ave,Princeton,NJ,08540,520000,3200.0,5.0,5.0,59,For Sale by Owner,http://www.zillow.com/homes/for_sale//homedetails/19-Lincoln-Ave-Princeton-NJ-08540/39867817_zpid/
28 Constitution Hl W,Princeton,NJ,08540,795000,3217.0,3.0,3.0,394,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/28-Constitution-Hl-W-Princeton-NJ-08540/39012855_zpid/
119 Acadia Ct APT 5,Princeton,NJ,08540,279000,1183.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/119-Acadia-Ct-APT-5-Princeton-NJ-08540/39035072_zpid/
61 Fitch Way,Princeton,NJ,08540,1980000,5128.0,6.0,6.0,415,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/61-Fitch-Way-Princeton-NJ-08540/39009713_zpid/
14 E Countryside Dr,Princeton,NJ,08540,403000,2300.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/14-E-Countryside-Dr-Princeton-NJ-08540/39173931_zpid/
2036 Windrow Dr # 2036,Princeton,NJ,08540,165000,NA,1.0,1.0,261,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/2036-Windrow-Dr-2036-Princeton-NJ-08540/2096383407_zpid/
882 Lawrenceville Rd,Princeton,NJ,08540,419000,2409.0,4.0,3.0,37,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/882-Lawrenceville-Rd-Princeton-NJ-08540/39013220_zpid/
142 Hodge Rd,Princeton,NJ,08540,2950000,NA,6.0,9.0,327,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/142-Hodge-Rd-Princeton-NJ-08540/39007526_zpid/
64 Mosher Rd,Princeton,NJ,08540,589000,3000.0,4.0,3.0,989,New Construction,http://www.zillow.com/homes/for_sale//homedetails/64-Mosher-Rd-Princeton-NJ-08540/2104436926_zpid/
